period,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,preferredStockNonRedeemableNet,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsPayable,accumulatedDepreciationTotal,currentPortofLTDebtCapitalLeases,otherBearingLiabilitiesTotal,propertyPlantEquipmentTotalGross,amortization,accountsReceivableTradeNet,cashEquivalents,cashandShortTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,payableAccrued,shortTermInvestments,totalCurrentAssets,totalCurrentLiabilities,totalReceivablesNet,depreciationAmortization,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,deferredPolicyAcquisitionCosts,eSOPDebtGuarantee,insuranceReceivables,policyLiabilities,prepaidExpenses,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,realizedUnrealizedGainsLosses,totalPremiumsEarned,cash,totalInventory,costofRevenueTotal,fuelExpense,grossProfit,researchDevelopment,treasuryStockCommon,equityInAffiliates,totalPreferredSharesOutstanding,deferredTaxes,minorityInterest,redeemablePreferredStockTotal,cashPayments,cashReceipts,totalUtilityPlantNet
2019-09-30,,461.2,,4.8,,13.7,,747.1,587.9,17.3,87.6,,,35.5,,,58.2,28.2,,466.5,-138.0,-0.94211,1791.6,444.85252,716.7,,328.0,1463.6,1791.6,587.9,,,468.30294,0.21375,,,-15.6,98.6,114.2,145.8,,,,,31.6,,,-82.3,11.8,18.400000000000002,-103.5,-77.10000000000001,243.89999999999998,29.300000000000004,49.599999999999994,-39.4,3.9000000000000004,111.5,,67.2,114.2,46.900000000000006,5.2,-175.60000000000002,SSPG.L,L,,,128.8,,,3.9000000000000004,205.4,233.3,233.3,54.3,0.0,,0.799999999999983,551.9,,478.2,716.2,206.2,53.5,,,-10.8,157.6,-1.0,157.2,1533.0,727.4,938.1000000000001,,,,,,,,,,,,,,38.7,437.3,,1095.7,,,,,,,,,,
2019-03-31,,461.2,,4.8,,12.5,,724.8,509.0,13.8,84.7,,,47.8,,,45.3,25.7,,420.5,-89.7,-0.78353,1628.0,444.78252,599.5,,376.3,1251.7,1628.0,509.0,,,448.32571,0.0629,,,-11.0,28.3,39.3,51.4,,,,,12.1,,,-111.7,6.7,18.7,76.9,-115.7,57.3,-62.7,48.7,-18.5,-0.2,120.6,,18.3,39.3,27.0,-4.0,-25.2,SSPG.L,L,,,90.5,,,5.0,178.1,166.1,166.1,54.9,0.0,,8.200000000000017,461.9,,388.3,600.2,186.3,53.7,,,-7.0,61.6,-3.2,143.2,1261.6,633.7,830.6,,,,,,,,,,,,,,35.9,369.4,,892.2,,,,,,,,,,
2020-03-31,129.3,,,4.5,,10.4,,165.8,298.2,41.9,2.3,,,154.5,,,139.5,4.5,,45.2,882.6,1.60289,1737.1,450.0,329.7,,887.1,850.0,1737.1,324.9,,,450.9,0.08339,,,0.0,36.4,36.4,43.7,,,,,7.3,,,-4.9,1.9,45.4,248.3,-4.8,-146.9,-198.4,4.2,,,294.5,0,96.6,43.7,-2.5,0.1,-46.2,CSP.L,L,84.3,,4.8,,,6.1,234.2,172.2,172.2,18.3,0.0,,13.600000000000023,,0.0,1461.4,372.9,247.8,5.1,,,6.2,41.0,-3.5,,481.2,33.3,38.599999999999966,0.2,,,,,,,,,,,,,1041.4,401.6,,79.6,,,,,,,,,,
2019-09-30,,,,4.5,,10.9,,170.9,2.2,65.7,2.3,,,26.5,,,130.6,5.3,,12.8,892.3,1.61311,1391.9,450.0,2.2,,896.8,495.1,1391.9,2.2,,0.0,454.0,0.24758,,,-0.3,110.6,110.9,133.3,,,,,22.4,,,-5.7,2.5,9.5,-66.8,54.1,88.2,-31.299999999999997,1.5000000000000002,,,-40.0,0,75.5,133.3,-21.200000000000003,59.800000000000004,-26.8,CSP.L,L,,,,,,5.8999999999999995,232.8,75.6,80.6,15.2,0.0,,0.0,322.6,5.0,1122.0,349.1,232.8,5.1,,,25.9,110.2,-2.8,,730.1,37.7,43.39999999999998,0.6,,,,,,,,,,,,,808.6,576.5,,153.6,,,,,,,,,,
2019-03-31,,,,4.5,,11.9,,175.2,39.9,55.6,2.0,,,16.8,,,94.2,8.9,,10.0,806.2,1.41222,1292.4,450.0,53.0,,810.7,481.7,1292.4,39.9,,0.0,446.2,0.14724,,,-0.4,57.1,57.5,70.3,,,,,12.8,,,-5.2,1.3,18.4,-2.2,-11.9,-33.0,-103.7,0.7,,,40.0,-13,-47.1,70.3,-6.1,-6.7,-29.2,CSP.L,L,,,,,,5.8,234.6,13.2,13.2,15.0,13.1,,0.0,303.8,,1027.7,333.7,234.6,5.1,,,14.8,60.2,-4.7,,507.0,28.3,39.80000000000001,6.4,,,,,,,,,,,,,779.9,407.0,,100.0,,,,,,,,,,
2019-12-31,79.9,3.7,,3.3,,4.0,160.5,79.9,,0.9,,,,103.6,,-2.1,,2.8,,46.3,160.5,-0.20551,433.1,368.34779,52.5,,164.7,268.4,433.1,28.8,,,367.85264,0.06443,,,,21.9,21.9,23.1,,,,,1.2,,,-11.200000000000001,0.8999999999999999,1.7999999999999998,-30.8,-18.30000000000001,37.89999999999999,-4.2,6.6,-0.8999999999999999,-0.3,-19,0.1,-11.5,23.099999999999998,2.0999999999999996,-7.100000000000001,-11.0,888.L,L,28.4,,6.0,,,10.3,42.6,99.5,99.5,0.6,17.7,,0.0,,,142.1,235.6,42.6,10.8,,,-4.4,27.5,,130.6,283.0,97.1,255.5,0.7,,,,,,,,,,,,,,,,,16.3,-0.7,,,,,,,,
2019-06-30,75.0,3.6,,3.3,,,160.3,81.7,,1.1,,,,114.9,,-2.0,,1.8,,39.5,148.8,-0.2433,440.0,367.8546,59.2,,152.5,287.5,440.0,21.6,,,370.75188,0.06258,,,,19.7,19.7,22.2,,,,,2.5,,,-11.6,0.5,4.9,-0.9,-64.6,43.7,0.3,6.0,-0.5,-0.2,29,0.0,-22.0,22.2,5.9,-53.0,-29.4,888.L,L,38.4,,4.8,,,9.3,43.8,111.0,111.0,0.8,32.8,,0.0,,,154.8,265.9,43.8,15.3,,,-2.5,24.7,,114.7,277.3,103.7,252.6,1.6,,,,,,,,,,,,,,,,,17.3,-1.2,,,,,,,,
2019-12-31,78.071,0,,65.1,,1.788,262.561,186.236,210.93,54.678,-1.861,,,49.382,,-20.115,24.379,,,57.397,195.582,-0.41646,936.937,500.0,377.444,,240.567,696.37,936.937,211.783,,,500.0,0.10002,,,0.319,42.893,43.247,46.749,,,,,3.502,,,-36.419000000000004,10.723,4.119999999999999,-18.009,-32.964,90.47199999999998,5.266,25.528,-0.7909999999999999,0.405,-4.397,-12.821,39.903999999999996,42.574,17.104000000000003,3.455,,NETW.L,L,167.167,-120.543,105.766,,177.94,,251.868,,43.754,2.533,59.895,63.388,2.1910000000000025,,,373.532,460.281,254.059,25.353,,-2.658,-12.439,59.188,,,182.561,64.035,86.73,0,,,,,12.331,,,,,,,43.754,,36.643,,145.918,,,,,,,,,,
2019-06-30,,0,,65.1,,1.736,,424.037,243.816,54.743,-1.542,,,0.432,,-20.57,22.516,,,54.8,165.931,-0.42715,985.644,500.0,426.242,,210.461,775.183,985.644,243.816,,,500.0,0.07554,,,0.327,14.711,15.764,18.894,,,,,3.13,,,-42.891,10.577,6.295,-12.027,-42.53,40.978,-12.176,21.799,-2.112,,-9.915,,-13.579,14.384,16.971,0.361,,NETW.L,L,325.799,,182.426,,,,304.269,,56.381,0.592,0.0,90.822,0.0,,,451.472,508.657,304.269,21.436,,-2.641,-12.405,31.299,,,152.345,70.268,89.063,0,,,,,,,,,,,,56.381,,31.983,,120.362,,,,,,,,,,
2020-03-31,4.6,378.6,,76.9,,,,,1100.4,3601.6,,,,13.1,,,,15.9,,1.2,2236.2,8.75634,3822.9,307.4,1100.4,,2691.7,1131.2,3822.9,1100.4,,,307.4,-0.93559,,,,-287.6,-287.6,-287.6,,,,,0.0,,,0.0,15.1,,122.2,-19.4,15.7,-25.1,0.2,,,150,0.0,118.5,-287.6,328.2,-19.4,-27.8,SHB.L,L,5.0,,,,,,15.3,172.5,172.5,,0.0,,9.5,8.1,,204.2,30.8,24.8,,,300.2,-27.1,-260.5,,,62.7,6.5,306.7,,,,,,6.9,,,,,,,,,16.5,,46.2,,,,,,,,,,
2019-09-30,2.9,378.6,,76.9,,,,,949.8,3893.5,,,,28.1,,,,16.8,,1.4,2551.7,9.78269,4000.8,307.4,949.8,,3007.2,993.6,4000.8,949.8,,,307.4,-0.04131,,,,-12.7,-12.7,-12.7,,,,,0.0,,,-0.09999999999999998,15.0,,-26.500000000000004,-50.599999999999994,20.3,-21.5,0.10000000000000003,0.0,,0,0.2,-56.8,-12.700000000000003,54.400000000000006,-50.5,-26.7,SHB.L,L,3.5,,,,,,19.8,54.0,54.0,,0.0,,7.699999999999999,9.3,,89.1,43.8,27.5,,,31.5,-22.9,10.2,,,63.0,7.7,39.199999999999996,,,,,,7.6,,,,,,,,,13.6,,49.4,,,,,,,,,,
2019-03-31,7.3,378.4,,76.8,,,,,949.2,3881.0,,,,26.6,,,,15.1,,1.4,2590.6,9.90826,4040.2,307.4,949.2,,3045.8,994.4,4040.2,949.2,,,307.7,0.12577,,,,38.7,38.7,38.7,,,,,0.0,,,-0.4,15.2,,-26.2,-11.8,30.3,-12.5,0.3,0.0,,0,0.0,-7.7,38.7,3.8,-11.4,-26.2,SHB.L,L,3.3,,,,,,16.5,110.8,110.8,,0.0,,6.600000000000001,8.0,,142.7,45.2,23.1,,,-19.0,-21.4,60.1,,,63.9,7.5,-11.5,,,,,,8.8,,,,,,,,,15.3,,48.6,,,,,,,,,,
2020-06-30,,111.7,,71.8,,1.0,181.2,15.1,188.4,6.7,39.5,,,43.4,,-3.5,177.3,11.8,,327.8,61.1,0.15348,996.6,285.36999,334.5,,240.1,756.5,996.6,239.9,,-1,284.6,0.17885,,,-1.2,-27.4,-27.0,-25.5,,,,,1.5,,,-16.0,5.0,7.0,20.3,-15.8,46.9,-23.1,22.4,-6.9,2.6,27.1,0.1,54.0,-27.0,70.9,0.2,0.0,MGAM.L,L,,-660.8,94.6,,988.6,3.7,176.3,50.8,122.7,2.8,0.0,0.6,1.799999999999983,160.8,,451.2,298.8,178.1,3.7,,,-4.6,-19.7,-1.2,424.9,477.8,,497.5,68.9,,,,,,,,,,,,71.9,149.8,,,,,,,0.43728,,,,,,
2019-12-31,,111.7,,71.8,,4.9,175.1,29.7,176.2,6.5,41.5,,,36.4,,-12.8,168.5,6.0,,366.3,101.0,0.23093,985.1,285.36999,289.8,,270.7,714.4,985.1,228.8,,-1,286.0,0.12692,,,-4.1,37.8,40.4,55.0,,,,,14.6,,,-27.2,7.3999999999999995,14.4,-42.6,-26.4,82.7,-9.200000000000003,21.799999999999997,-5.7,-4.7,-22.7,-2.8,9.0,41.9,24.2,0.7999999999999998,-11.400000000000002,MGAM.L,L,,-584.2,11.7,,950.5,4.0,181.0,9.1,68.7,5.7,49.3,1.5,2.3000000000000114,173.3,,395.8,270.7,183.3,4.0,,,-5.5,62.8,-2.3,456.9,523.7,,460.9,,,,,,,,,,,,,59.6,142.3,,,,,,,0.43728,,,,,,
2019-06-30,,111.7,,71.8,,10.8,179.9,33.9,184.9,5.9,46.0,,,37.0,,3.4,206.6,12.5,,373.1,45.3,0.06097,1032.9,285.36999,322.6,,231.2,801.7,1032.9,242.1,,-1,286.4,0.12325,,,-4.1,35.3,39.4,54.7,,,,,15.3,,,-29.2,6.8,14.4,-20.6,-27.0,39.5,-49.3,20.6,-2.8,0.2,1.8,0.3,-7.9,39.4,24.7,2.2,-19.9,MGAM.L,L,,-604.1,80.5,,977.2,4.1,208.9,10.1,59.7,5.1,0.0,0.3,0.9000000000000057,178.7,,422.5,296.2,209.8,4.1,,,-6.3,63.3,-2.3,458.4,525.8,,462.5,,,,,,,,,,,,,49.6,152.7,,,,,,,0.43728,,,,,,
2019-12-31,10.1,22.2,,0.3,,,,,,,,,,6.8,,,0.0,,,8.1,318.6,2.60569,316.9,109.0307,5.7,,284.1,32.8,316.9,4.1,,,111.47453,0.89796,,,,100.1,100.1,125.4,,,,,25.3,,,0.0,,19.6,-143.2,0.0,108.69999999999999,-18.799999999999997,1.1,,0.09999999999999998,-0.9,-41.2,-34.4,100.1,26.3,0,-101.1,PLUS.L,L,10.2,-3.0,1.6,,11.1,,,292.9,292.9,1.2,0.0,,,,,307.6,28.7,6.9,,,,-0.2,125.6,,,206.5,65.0,65.0,,,,,,7.8,,,,,,,,,15.9,,190.6,,-57.0,,,,,,,,
2019-06-30,,22.2,,0.3,,,,0.2,,0.6,,,,80.7,,,0.7,0.9,,8.8,249.4,2.25881,357.0,113.28977,6.0,,256.1,100.9,357.0,4.5,,,113.44667,0.45484,,,,51.6,51.6,63.9,,,,,12.3,,,-0.1,,28.0,-6.9,-0.1,18.6,-37.1,1.1,,0.4,-0.9,-6.0,12.0,51.6,3.0,0,0.0,PLUS.L,L,13.5,,1.5,,,,,327.3,327.3,,0.0,0.4,,,0.0,346.5,95.7,18.8,1.1,,,-0.6,64.5,,,148.0,67.2,68.3,,,,,,,,,,,,,,,15.2,,132.8,,-15.8,,,,,,,,
2020-03-31,,197.0,,14.7,,4.8,231.6,112.5,129.1,0.2,,,,9.4,,,1.8,2.4,,14.3,159.9,0.23874,592.8,98.01451,144.7,,367.5,225.3,592.8,140.2,,,96.44956,0.27683,,,,21.0,21.0,27.1,,,,,6.1,,,-2.2,0.8,2.2,178.0,-35.8,32.7,-7.6,2.4,-3.2,0.3,81.6,100.6,175.2,21.0,6.8,-33.6,-1.0,FUTR.L,L,64.6,,4.5,,,10.1,47.7,181.8,181.8,,0.0,0.0,2.299999999999997,,,231.8,78.5,50.0,12.5,,,3.2,24.7,-0.8,,144.3,33.4,50.3,4.4,,,,,,,,,,,,,,69.3,,75.0,,-4.1,,,,,,,,
2019-09-30,,97.2,,12.5,,0.4,218.7,110.3,42.6,0.2,,,,49.9,,,13.4,3.7,,2.5,104.0,-1.38285,386.4,83.59542,46.9,,213.4,173.0,386.4,42.6,,,87.60302,0.17579,,,,0.6,0.6,3.8,,,,,3.2,,,-2.1999999999999997,1.1,2.1,-0.5,-25.099999999999994,23.8,-0.2999999999999998,0.5,-0.8,2.7,0.3000000000000007,0.0,0.8999999999999999,0.5999999999999996,14.3,-22.900000000000006,0.0,FUTR.L,L,62.4,,4.3,,,8.7,41.9,6.6,6.6,,0.0,1.4,1.1000000000000014,,,51.0,116.6,43.0,9.2,,,-0.2,5.0,-1.0,,112.8,31.2,53.199999999999996,12.8,,,,,,,,,,,,,,54.6,,58.2,,-0.3,,,,,,,,
2019-03-31,,97.2,,12.4,,0.0,205.5,68.9,44.5,0.2,,,,2.4,,,32.2,2.9,,1.7,77.3,-1.06441,320.4,82.48711,44.5,,186.6,133.8,320.4,44.5,,,85.8516,0.14327,,,,7.5,7.5,8.9,,,,,1.4,,,-3.4,0.4,1.0,18.7,-44.7,25.3,3.9,0.4,-0.7,0.0,19.8,,-0.7,7.5,7.7,-41.3,-0.4,FUTR.L,L,54.7,,0.0,,,5.8,35.4,5.7,5.7,,0.0,,0.10000000000000142,,,41.2,57.1,35.5,6.2,,,-1.1,10.0,0.0,,108.7,29.8,38.300000000000004,2.3,,,,,,,,,,,,,0.0,60.4,,48.3,,-0.3,,,,,,,,
2020-03-31,,,,5.7,,11.0,159.1,98.4,55.8,0.0,3.3,,,20.0,,29.3,18.5,0.5,,61.2,285.2,0.55369,551.9,113.23956,90.4,,320.2,231.7,551.9,84.1,,,113.17742,0.32162,,,-0.2,31.1,31.3,41.6,,,,,10.3,,,-6.4,0.7,13.1,-15.5,-14.9,29.2,-26.9,6.0,-0.7,0.1,10.4,-2.0,-1.1,42.2,7.9,-8.5,-23.2,DPLM.L,L,,,6.3,,,,98.8,25.9,25.9,,0.0,,0.0,88.5,,232.7,114.8,98.8,,1.1,,-1.6,42.2,-0.1,,283.6,61.1,61.099999999999994,,,,,,,,,,,,,,108.0,180.3,,103.3,,,,,,,,,,
2019-09-30,,,,5.7,,8.8,155.0,98.8,42.1,0.0,3.3,,,17.7,,36.2,18.3,0.5,,26.7,279.4,0.59608,501.7,113.23956,42.1,,321.3,180.4,501.7,42.1,,,113.07421,0.23878,,,-0.2,32.0,32.2,43.4,,,,,11.2,,,-7.4,0.0,12.299999999999999,31.5,-78.2,49.9,-4.799999999999997,2.8000000000000003,0.0,1.8,41.1,0.0,5.0,43.99999999999999,7.8999999999999995,-70.8,-9.600000000000001,DPLM.L,L,,,,,,,91.1,27.0,27.0,,0.0,,0.0,90.2,,220.7,107.9,91.1,,,,-0.3,44.0,-0.3,,284.3,59.3,59.30000000000001,,,,,,,,,,,,,,102.6,181.0,,103.3,,,,,,,,,,
2019-03-31,,,,5.7,,8.5,128.3,53.2,,0.7,3.0,,,10.6,,26.0,10.3,0.5,,22.9,262.4,0.99435,411.2,113.23956,0.0,,294.1,117.1,411.2,0.0,,,113.17143,0.30485,,,-0.3,29.9,30.2,40.1,,,,,9.9,,,-3.5,0.1,9.6,-23.4,-11.0,20.4,-26.6,2.6,-2.0,0.0,0.0,-1.2,-14.0,40.1,4.3,-7.5,-20.2,DPLM.L,L,,,0.0,,,,85.2,22.0,22.0,,0.0,,0.0,84.7,,205.6,95.3,85.2,,,,0.1,40.1,-0.1,,260.4,53.6,53.60000000000002,,,,,,,,,,,,,,98.4,166.7,,93.7,,,,,,,,,,
2019-11-30,,269.535,,36.24,,,,,73.902,1434.244,,,,6.048,,,,,,,1208.289,27.99185,1594.014,54.08945,73.902,,1514.064,79.95,1594.014,73.902,,,54.08945,0.28612,,,,15.476,15.476,16.541,,,,,1.065,,,,,1.833,-12.804,27.07,-6.466,-6.187,,,-5.085,-12.804,0.0,2.715,17.618,-17.897,27.07,,PIN.L,L,,,,,,,14.282,,145.488,,0.0,,0.0,,,159.77,6.048,14.282,,,,,16.541,,1.248,27.727,,1.2479999999999993,,,,,,,,,,,,,145.488,,9.938,,17.789,,,,,,,,,,
2019-05-31,,269.535,,36.24,,,,,92.359,1449.634,,,,4.682,,,,,,,1192.813,27.70574,1595.629,54.08945,92.359,,1498.588,97.041,1595.629,92.359,,,54.095,0.95974,,,,51.917,51.917,53.199,,,,,1.282,,,,,2.7380000000000004,-19.427,51.488,-5.326,-3.803000000000001,,,2.1560000000000006,-18.927,-0.5,28.891,54.26400000000001,-55.78699999999998,51.488,,PIN.L,L,,,,,,,3.222,,142.773,,0.0,,0.0,,,145.995,4.682,3.222,,,,,53.199,,0.235,62.867,,0.23499999999999943,,,,,,,,,,,,,142.773,,9.433,,53.434,,,,,,,,,,
2020-06-30,,312.6,,10.5,,,699.5,46.7,365.2,13.8,,,,359.7,,70.0,18.3,216.1,,7556.1,714.1,0.20275,9741.3,1005.67874,7430.6,,950.1,8791.2,9741.3,6333.1,,,897.22829,-0.1526,,,,-237.8,-236.5,-235.4,,,,,1.1,,,-156.9,7.9,8.7,-313.0,-149.5,755.6,76.0,645.1,,3.0,-584.1,271.1,296.1,-235.4,265.8,7.4,0.0,IWG.L,L,,-5364.6,1097.5,,12920.7,4.1,755.5,362.7,362.7,61.9,0.0,,27.600000000000023,982.6,,1147.2,2439.8,783.1,,,0.9,-144.7,-90.7,,,1322.7,162.8,270.70000000000005,107.0,,,,,,,,,,,,,1.4,1142.7,,180.0,,-157.1,,,,,,,,
2019-12-31,,,,9.2,,,674.6,45.0,351.0,13.8,,,,363.8,,34.7,13.5,195.0,,7190.7,953.5,0.18195,8953.3,884.30207,6906.7,,880.5,8072.8,8953.3,5919.6,,,922.85613,0.04486,,,,150.8,41.4,14.5,,,,,-26.9,,,-185.39999999999998,10.1,34.8,-511.4,-82.7,617.5,-168.3,602.1999999999999,,2.1,-444.20000000000005,-47.9,25.5,18.799999999999997,160.0,102.69999999999999,-19.300000000000004,IWG.L,L,,,987.1,,,4.799999999999999,681.3,66.6,66.6,61.0,0.0,,24.0,788.8,,773.2,2139.7,705.3,,,-3.0,-125.1,139.6,,,1350.6,136.0,133.0,,,,,,,,,,,,,,1.3,1078.0,,272.6,,-116.9,,,,,,,,
2019-06-30,,,,9.2,,,673.9,42.5,314.6,13.4,,,,355.3,,-4.4,467.4,116.2,,7126.5,861.0,0.08744,8731.2,895.43017,6261.2,,794.7,7936.5,8731.2,5344.4,,,906.9347,0.03583,,,,299.8,32.5,37.1,,,,,4.6,,,-183.8,11.1,14.0,-847.4,113.2,704.2,-9.7,550.9,,2.1,-809.8,1.3,-27.9,37.1,121.0,297.0,-38.9,IWG.L,L,,,916.8,,,4.9,617.9,41.1,41.1,65.7,0.0,,34.0,852.6,,693.0,2124.7,651.9,,,0.3,-105.9,143.0,,,1276.3,143.9,144.19999999999993,,,,,,,,,,,,,,,989.1,,287.2,,-71.1,,,,,,,,
2019-12-28,73.5,1.6,,2,,0,,26.6,41.4,,,,,4.5,,-0.9,2.8,4.5,,462.7,141.6,0.58273,664.1,201.98104,378.7,,144.3,519.8,664.1,310.0,,,203.7,0.332,,,,67.6,67.6,83.6,,,,,16.0,,,-17.1,3.1,28.0,-135.5,-17.1,108.1,-19.3,35.3,-3.1,-0.8,-27,0.6,-45.3,83.6,5.0,0.0,-106.0,DNLM.L,L,60.3,-207.6,68.7,,388.6,3.5,11.6,0,0.0,,0.0,1.3,0.0,,,170.3,207.0,11.6,,,,-4.0,87.6,,213.5,585.0,,213.5,,,,,,,,,,,,,,157.4,283.9,,301.1,,,,,,,,,,
2019-06-29,73.3,1.6,,2,,0,,27.3,44.3,,,,,13.9,,5.0,37.2,1.8,,180.6,177.2,0.78478,417.1,201.96629,44.3,,185.8,231.3,417.1,44.3,,,203.252,0.22386,,,,45.5,45.5,55.9,,,,,10.4,,,-9.3,0.6000000000000001,12.6,-65.6,-3.900000000000002,67.1,-7.3,12.9,-0.6000000000000001,0.19999999999999996,-50,0.2,-2.2,55.900000000000006,2.5999999999999996,5.4,-15.200000000000003,DNLM.L,L,62.6,-195.6,,,376.2,3.0,25.6,19,19.0,,0.0,5.1,0.0,,,207.4,149.8,25.6,,,,-0.3,56.2,,212.1,548.6,,212.09999999999997,0.0,,,,,,,,,,,,,157.7,280.3,,268.3,,,,,,,,,,
2020-03-28,,910.4,,487.6,,332.4,,399.1,3865.9,785.6,6.0,,,106.4,,38.4,427.7,2027.4,,5494.2,2266.1,1.694,10183.9,1950.05981,4182.5,,3702.5,6481.4,10183.9,3865.9,,,1949.6,0.12628,,,0.6,-89.1,-89.7,-86.3,,,,,3.4,,,-178.00000000000003,118.79999999999998,37.199999999999996,-707.5999999999999,-38.30000000000007,603.9000000000001,-18.5,318.3,-111.1,-1.5,-511.2,-9.299999999999955,-143.5,-89.69999999999999,393.8,139.69999999999993,-76.0,MKS.L,L,,,316.6,,,,298.0,248.4,260.1,262.6,0.0,73.5,19.30000000000001,1426.4,11.7,1215.0,1849.4,317.3,16.8,,14.2,-134.0,6.2,41.5,4987.7,5321.0,,5314.8,296.1,,,,,,,,,,,,,564.1,,,,,,,,,,,,,
2019-09-28,,910.7,,487.6,,138.3,,445.6,3852.4,780.2,4.0,,,118.9,,3.0,435.5,1087.6,,5555.6,1712.0,1.36801,9796.5,1950.05981,4524.7,,3113.3,6683.2,9796.5,3852.4,,,1842.2,0.0761,,,-4.3,112.8,117.1,153.5,,,,,36.4,,,-150.6,105.4,54.4,450.7,-727.4,369.2,-121.6,314.2,-168.9,2.0,159.8,574.9,94.5,117.1,59.5,-576.8,-115.1,MKS.L,L,,,672.3,,,,266.3,351.4,495.4,264.1,0.0,80.8,0.0,1461.8,144.0,1663.4,2253.0,266.3,,,,-106.4,248.6,11.3,4589.3,4860.9,,4612.3,23.0,,,,,,,,,,,,,820.9,,,,,,,,,,,,,
2019-03-30,,416.9,,406.3,,119.6,,499.9,3628.5,29.4,-0.3,,,206.1,,-46.8,308.8,951.3,,5662.3,1693.1,1.21206,8851.0,1625.00023,4322.9,,2469.5,6381.5,8851.0,3628.5,,,1698.2,0.20934,,,-1.7,-17.2,-15.5,-17.1,,,,,-1.6,,,-155.79999999999998,123.3,81.7,-326.4,-232.4,660.1,-34.1,347.40000000000003,-123.30000000000001,0.39999999999999997,-93.0,0.2999999999999998,101.7,-15.5,362.29999999999995,-76.6,-110.4,MKS.L,L,,,694.4,,,,267.2,285.4,427.2,273.0,0.0,40.3,0.0,1424.4,141.8,1435.1,2324.9,267.2,0.0,,0.0,-142.4,88.6,36.7,5006.0,5410.4,,5321.8,315.8,,,,,,,,,,,,,700.4,,,,,,,,,,,,,
2019-12-31,,532.7,,25.6,,56.4,,1901.8,1104.9,32.1,38.1,,,107.6,,,321.2,61.0,,1348.2,522.1,-1.61684,4408.3,511.73865,1757.7,,1074.4,3333.9,4408.3,1104.9,,,514.81447,0.16336,,,-4.8,74.3,79.1,98.6,,,,,19.5,,,-47.7,37.7,20.3,189.7,-85.80000000000001,188.79999999999998,-68.1,104.6,21.799999999999997,-4.9,197.1,-2.8000000000000003,287.8,98.6,23.2,-38.099999999999994,-26.4,NEX.L,L,,,652.8,,,30.500000000000004,496.8,478.3,478.3,13.2,0.0,44.5,3.0,1052.9,,1052.0,1813.3,499.8,,,,-27.5,129.2,-3.1,,1409.9,,0.0,,,,,,,,,,,,,,29.4,1280.7,,129.2,,-6.0,,,,,,,,
2019-06-30,,532.7,,25.6,,64.9,,1910.1,927.7,22.2,42.8,,,116.9,,,318.9,95.5,,1303.9,521.5,-1.63013,4050.9,511.73865,1486.2,,1075.9,2975.0,4050.9,927.7,,,510.92433,0.14386,,,-2.4,66.8,69.2,88.4,,,,,19.2,,,-68.8,28.0,4.7,70.2,-165.2,167.4,-72.0,98.5,-0.4,0.4,125.9,-3.4,72.8,88.4,23.3,-96.4,-51.9,NEX.L,L,,,558.5,,,29.2,474.8,190.2,190.2,2.2,0.0,23.9,0.0,945.3,,717.0,1620.7,474.8,,,,-25.8,113.1,1.1,,1334.5,,0.0,,,,,,,,,,,,,,28.1,1221.4,,113.1,,-3.9,,,,,,,,
