period,accountsPayable,accountsReceivableTradeNet,accruedExpenses,accumulatedDepreciationTotal,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,prepaidExpenses,propertyPlantEquipmentTotalGross,propertyPlantEquipmentTotalNet,retainedEarnings,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,treasuryStockCommon,unrealizedGainLoss,costofRevenueTotal,dilutedAverageShares,dilutedEPS,grossProfit,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,deferredTaxes,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,deferredIncomeTax,preferredStockNonRedeemableNet,depreciationAmortization,equityInAffiliates,otherRevenueTotal,totalAdjustmentstoNetIncome,minorityInterest,payableAccrued,gainLossonSaleofAssets,cash,redeemablePreferredStockTotal,deferredPolicyAcquisitionCosts,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,eSOPDebtGuarantee,totalPreferredSharesOutstanding,totalUtilityPlantNet,fuelExpense,operationsMaintenance,allowanceforFundsUsedDuringConst,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherBearingLiabilitiesTotal,otherEarningAssetsTotal,totalDeposits,totalShortTermBorrowings,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,cashPayments,cashReceipts,uSGAAPAdjustment
2019-06-30,,442.6,38.3,,2336.9,153.3,153.3,0.1,81.7,3400.7,1193.9,2426.7,,,,0.0,26.6,564.1,-592.2,304.3,132.0,25.399999999999977,62.4,,797.1,4145.3,,-14.54708,6234.0,163.87478,710.3,920.8,2528.9,2210.7,,4023.3,6234.0,2447.2,468.0,-3679.4,,242.7,166.69728,0.95426,409.9,,-31.0,,150.4,150.4,187.3,218.3,,,36.9,,652.6,101.5,191.60000000000002,10.8,33.7,-46.89999999999999,45.3,53.9,-179.79999999999998,-47.8,200.29999999999995,-47.39999999999999,-3.3,45.6,-9.5,1.1,-100.0,-29.300000000000004,-26.2,150.4,21.300000000000004,-0.9000000000000057,-41.00000000000001,VRSK,US,351.0,,79.3,,,,,236.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,23434,3270,-179960,13281,7882,7882.0,429,6651,24667,105367,106190,529,1416,231,0.0,3556,9668,-1306,50272,9947,0.0,1172,272714,115185,56746,,-16.27263,293259.0,4138.05387,37333.0,38886.0,112841.0,62697.0,1289,230562.0,293259.0,106190.0,23434,-6722,32,11749,4139.0,1.16445,18698,,-1086,-139,4700.0,4839.0,6187.0,7208.0,65,,1348,,30447,7156,11490.0,153,,-6167,,,-8795.0,-5144.0,14728.0,5475.0,-33,4181,-493,,-5759,,789.0,4839,266,1023.0,-2543,VZ,US,33798,0.0,4181,,,,,19297,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,24641,3331,-176816,13302,7047,7047.0,429,11175,24382,101842,106561,543,1443,291,0.0,3677,9132,-1528,51520,12088,0.0,3707,268993,114649,54557,,-15.95314,294500.0,4137.99541,40705.0,41057.0,117736.0,60210.0,1633,234290.0,294500.0,106561.0,24641,-6725,26,12296,4141.0,1.25478,19314,,-1026,-131,4156.0,4287.0,5676.0,6397.0,305,,1389,,31610,7390,12917.0,1377,,-5484,,,2563.0,-6980.0,8824.0,-105.0,-87,4150,347,,4763,,4407.0,4287,579,-1496.0,-2547,VZ,US,33709,,4150,,,,,17419,,,,,,,,,,,,,149,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,26277,3261,-173819,13419,2594,2594.0,429,10777,24389,104557,99932,558,1440,302,0.0,1221,9024,971,48609,9839,0.0,5959,265734,114609,53147,,-16.33313,291727.0,4135.82812,37473.0,44868.0,111489.0,61395.0,1422,230332.0,291727.0,100712.0,26277,-6820,27,15631,4140.0,1.6045,19144,,-1127,-122,5095.0,5217.0,3712.0,4648.0,191,,-1505,,34775,8010,14496.0,2381,,-6206,,,-3863.0,-5424.0,8998.0,-960.0,162,4105,-1507,,186,,-289.0,5217,474,782.0,-2542,VZ,US,34703,0.0,4105,,,,,21806,,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,25531,2959,-171204,13418,3020,3020.0,429,7830,24570,103697,101102,628,1391,284,0.0,1077,8854,1074,48993,9734,0.0,3729,260053,111067,50595,,-16.76732,284875.0,4135.78421,34895.0,39209.0,109599.0,58921.0,1538,225954.0,284875.0,101769.0,25531,-6822,30,13384,4140.0,1.30878,19510,,-1113,-143,5194.0,5337.0,6923.0,7889.0,147,,1586,,32894,7216,11621.0,291,,-4465,,,-6258.0,-3568.0,10912.0,289.0,482,4114,-576,,-3189,,1086.0,5337,690,897.0,-2493,VZ,US,34592,0.0,4114,,,,,19566,,,,,,,,,,,,,197,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,25738,3154,-169577,13419,1949,1949.0,429,7973,24632,103807,103971,650,1365,247,800.0,1055,8654,1419,48124,10179,0.0,3399,257395,110285,47945,,-17.37454,283108.0,4135.76481,33308.0,38214.0,113371.0,56582.0,1167,226526.0,283108.0,104598.0,25738,-6823,28,12721,4139.0,1.23909,19350,,-1197,-130,3944.0,4074.0,5310.0,6306.0,201,,1236,,32071,7268,13044.0,1544,,-3794,,,-5386.0,-3786.0,8755.0,-29.0,129,4232,-1194,,-1700,,-417.0,4074,349,8.0,-2492,VZ,US,34225,0.0,4232,,,,,17633,,,,,,,,,,,,,165,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,100.703,845.269,1258.271,,7695.905,3593.412,4190.396,2.591,,1002.158,400.0,,,,,0.0,25.434,179.776,13.644,359.845,1308.34,0.0,198.214,,736.303,-1250.225,596.984,19.52878,8893.201,259.079,5446.4,1538.75,532.952,6461.654,187.087,2431.547,8893.201,532.952,845.269,,-0.261,162.497,263.515,2.29292,1352.61,,14.669,,602.753,602.753,657.534,720.224,-77.359,,54.781,448.528,1515.107,182.258,632.386,1.6,,-19.45,13.771,5.845,-359.43,31.666,815.698,-22.425,36.705,26.821,-134.547,-6.651,-4.454,-220.429,481.283,602.753,171.844,51.116,,VRTX,US,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,87.61,633.518,1128.416,,7937.606,3109.322,3808.294,2.589,30.293,1002.158,400.0,,,,,0.0,9.725,88.508,-2.476,359.818,1260.196,0.0,203.79,,833.282,-1852.978,698.972,18.0819,8318.465,258.993,4822.829,1334.827,568.869,6085.244,167.502,2233.221,8318.465,538.576,633.518,,0.503,185.012,262.146,2.22977,1228.253,,13.822,0.0,583.234,583.234,676.95,551.465,111.663,,93.716,480.011,1413.265,195.277,676.788,1.5,,-16.760999999999996,13.850000000000001,1.8919999999999995,161.421,-896.991,446.00800000000004,-222.016,73.212,26.256,0.13100000000000023,5.652,-1.2620000000000005,162.55200000000002,-283.90999999999997,583.2339999999999,-14.677999999999997,-880.23,,VRTX,US,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,92.528,443.315,1181.982,,7668.188,3397.941,3996.331,2.571,37.063,447.525,,,,,,0.0,27.253,77.321,18.272,330.704,1495.496,0.0,147.889,,794.438,-2436.212,598.39,18.68062,7514.553,257.265,4777.094,1388.894,578.624,5253.394,162.306,2261.159,7514.553,541.561,443.315,,0.575,131.914,260.473,0.23007,817.914,,-5.732,0.0,57.518,57.518,70.666,99.333,-22.935,,13.148,555.948,949.828,159.674,718.581,2.959,,-24.290999999999997,14.594999999999999,11.936000000000002,20.355999999999995,-248.999,334.7889999999999,135.042,6.816999999999993,25.847,-0.125,-3.2010000000000005,-9.953,30.433999999999997,102.94499999999994,57.51800000000003,109.565,-224.708,,VRTX,US,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,77.045,464.9,1077.013,,7564.331,3294.684,3951.222,2.565,37.047,50.384,,,,,,0.0,13.215,68.115,-3.712,152.756,1482.957,0.0,138.614,,789.162,-2493.73,656.538,19.55648,7033.471,256.671,4710.968,1259.22,588.577,5069.965,143.017,1963.506,7033.471,551.53,464.9,,0.511,135.74,259.822,1.02927,805.553,,2.15,0.0,267.427,267.427,327.138,269.96,55.028,,59.711,379.091,941.293,156.502,535.593,0.0,,-16.358,13.961000000000002,9.067,-13.015,-50.190000000000005,463.749,83.094,43.93300000000001,27.698,1.0619999999999994,-0.43000000000000005,-8.539,-5.537999999999997,400.11400000000003,267.427,41.59700000000001,-33.832,,VRTX,US,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,407.021,1309.232,1211.376,,4183.78,1369.028,1369.028,97.203,1.018,1156.019,1854.545,2585.514,,,,1228.812,1054.844,175.657,-930.958,2143.764,867.751,0.0,,,2227.92,7.309,,0.89187,11133.251,388.81216,5027.016,3023.884,3838.099,3357.334,1293.912,7775.917,11133.251,2608.269,1309.232,,,539.836,391.226,-0.63564,899.227,,-24.536,,-483.776,-663.449,-497.945,-425.107,-48.302,,165.504,,1439.063,917.258,1324.334,407.076,,-110.22200000000001,,,931.854,-128.09100000000004,32.90100000000007,-132.83800000000008,-74.499,63.27800000000002,-7.274000000000001,-22.549,1605.193,-479.7,814.115,-483.77599999999995,660.736,-17.869,-186.365,VFC,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,456.993,1643.547,1353.355,,4182.102,583.951,583.951,98.632,4.677,1539.579,1948.232,2085.529,,,,56.001,363.23,91.066,-895.372,2174.092,963.351,0.0,,,2207.402,1182.228,,2.73689,10814.262,394.52807,4155.698,1962.092,2171.166,4567.59,1564.97,6246.672,10814.262,2110.488,1643.547,,,1500.263,400.322,1.23382,1884.483,,-16.814,,465.003,452.747,539.836,553.859,2.791,,87.089,,3384.746,1301.781,1330.6240000000003,28.843,,-89.44200000000001,,,-1034.036,-96.54399999999998,1207.104,565.2040000000001,,-116.78800000000001,0.0,0.4580000000000002,-429.76599999999996,-415.57599999999996,76.982,465.00299999999993,293.685,-7.101999999999997,-188.69400000000002,VFC,US,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,550.7,1978.587,1312.997,,4072.64,507.605,507.605,99.716,4.986,1529.385,1919.77,2064.644,,,,484.321,398.299,51.334,-930.725,2127.476,910.489,0.0,,,2135.504,1405.988,,3.00468,11270.355,398.86579,4775.207,2404.338,2580.229,4647.619,1890.716,6622.736,11270.355,2090.922,1978.587,,,1596.307,402.261,1.69646,1796.961,,-15.827,,649.001,649.001,561.425,578.546,-1.294,,-87.576,,3393.268,1216.896,1218.4150000000002,1.519,,-73.39,,,288.061,-76.781,-299.298,-1036.539,,161.95100000000002,0.0,-10.463000000000001,415.66700000000003,43.46,-98.481,649.001,-73.71100000000001,-3.3910000000000053,-171.06599999999997,VFC,US,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,588.417,1307.846,1233.495,,3988.385,606.08,606.08,99.481,5.068,1544.132,1980.921,2099.249,,,,67.658,411.797,52.507,-867.386,2176.37,739.809,0.0,,,2146.247,931.134,,1.57458,10401.964,397.92212,3990.855,1947.145,2199.561,4151.614,1665.132,6250.35,10401.964,2126.835,1307.846,,,1034.714,401.914,0.34024,1236.765,,-14.998,,49.221,97.249,123.892,133.292,5.598,,26.643,,2271.479,1109.673,1103.473,-6.2,,-60.782,,,123.853,-0.631,-66.18,-381.297,,159.178,906.148,5.078,-586.956,7.199,62.12,49.221,106.718,60.151,-202.538,VFC,US,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,673,7199,1401,,29633,589,589.0,1,532,16950,2968,18005,,342.0,,0.0,,5925,-2054,8079,14819,0.0,1187,,3902,8827,,-10.5187,49045.0,615.0,10406.0,8531.0,18537.0,13449.0,1431,35596.0,49045.0,18005.0,7199,-22958,,4065,616.0,1.12405,2604,,-214,-3.0,516.0,520.0,657.0,917.0,-46,,137,,6669,1341,1687.0,233,,-51,322,55,-479.0,49.0,356.0,-514.0,149,113,-83,-29.0,-186,-58,-103.0,519,89,100.0,-152,VIAC,US,639,,113,-9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,667,7206,2052,-3908.0,29590,632,632.0,1,717,16980,2993,17977,,336.0,,0.0,787.0,5612,-1970,8426,13620,0.0,401,5993.0,4024,8494,,-11.00163,49519.0,615.0,11902.0,9048.0,18719.0,13207.0,2876,36312.0,49519.0,18002.0,7206,-22908,,9888,615.0,2.18288,6653,,-488,-31.0,981.0,931.0,1310.0,1799.0,-1,,379,,16541,3945,4854.0,624,,-259,537,265,-198.0,-708.0,889.0,-12839.0,-187,285,-114,-1.0,348,-42,-18.0,959,12671,-449.0,-390,VIAC,US,500,,285,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,308,3685,1823,-1771.0,43510,196,196.0,1,11,5064,2655,9335,,,,50.0,210.0,1930,-918,5391,8312,0.0,218,2942.0,2172,-14683,,-7.112,24476.0,375.0,6273.0,4122.0,9420.0,5052.0,1964,19424.0,24476.0,9359.0,3685,-22858,,2078,376.0,1.04245,1217,,-94,,319.0,342.0,375.0,501.0,-32,,33,,3295,584,716.0,80,,-34,165,16,-18.0,-29.0,27.0,-435.0,25,52,0,,46,3,-20.0,319,66,5.0,-67,VIAC,US,552,,52,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,214,3795,1726,-1754.0,43534,216,216.0,1,12,5062,2660,9333,,,,0.0,222.0,1891,-922,5345,7678,0.0,158,2931.0,2099,-15002,,-7.91733,23835.0,375.0,6336.0,3843.0,9371.0,4753.0,1945,19082.0,23835.0,9359.0,3795,-22858,,2509,376.0,1.18495,1300,,-98,,440.0,452.0,571.0,695.0,-26,,119,,3809,545,605.0,7,,7,-120,120,18.0,363.0,-615.0,-720.0,-36,0,1,,-6,11,-235.0,59,82,356.0,12,VIAC,US,535,,53,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,153,1453,4256,,16457,13898,16637.0,0,2999.0,15791,27188,17880,547,,,0.0,4186,8692,-307,3652,6601,2111.0,624,,2746,14072,2739,-5.98648,77884.0,2130.301,25011.0,16100.0,20879.0,35524.0,,42360.0,77884.0,17880.0,3564,,4,1113,2214.0,1.07364,3724,,-142,,2373.0,2373.0,2932.0,2999.0,75,,559,,4837,527,725.0,1,,-161,234,102,1164.0,-133.0,3002.0,-1035.0,-79,197,-121,85,2984.0,-1036,4118.0,2373,1546,28.0,-663,V,US,4728,5298,197,,,-85,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
2020-03-31,161,1516,3839,,16385,9740,12151.0,0,3999.0,15755,27011,13893,1064,,,0.0,4033,7943,-634,3604,6307,1432.0,775,,2776,13366,2411,-6.38627,72820.0,2136.301,19907.0,15942.0,17892.0,34585.0,,38235.0,72820.0,13893.0,2948,,6,1123,2228.0,1.3889,4731,,-118,,3084.0,3084.0,3829.0,3924.0,23,,745,,5854,607,807.0,8,,-216,35,1346,-2754.0,1879.0,1467.0,-3580.0,10,192,-8,-39,1001.0,-3079,553.0,3084,1761,2095.0,-668,V,US,4796,5462,192,,,-111,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
2019-12-31,133,1661,4201,,16424,8768,12670.0,0,3000.0,15767,27137,13688,1719,,,0.0,4298,10245,-519,3434,5100,3273.0,417,,2739,13899,3902,-6.08465,74781.0,2152.301,22319.0,17579.0,16688.0,35270.0,,39511.0,74781.0,13688.0,4934,,4,1163,2240.0,1.46145,4891,,-111,,3272.0,3272.0,3974.0,4016.0,69,,702,,6054,693,875.0,0,,-191,234,345,-3133.0,562.0,3875.0,-1342.0,-47,182,-147,127,,-2315,1431.0,3272,1810,753.0,-671,V,US,4810,5462,182,,,-118,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
2019-09-30,156,1542,3624,,16541,7838,12074.0,0,,15656,26780,16729,2157,,,0.0,3594,9635,-827,2939,4316,3048.0,712,,2695,13502,4236,-6.11391,72574.0,2161.301,20970.0,13415.0,16729.0,34684.0,,37890.0,72574.0,16729.0,4590,,6,1064,2254.0,1.47587,5073,,-120,,3025.0,3025.0,3711.0,3735.0,96,,686,,6137,796,1338.0,370,,-249,34,656,-2660.0,-1004.0,4042.0,-845.0,-20,172,-5,-215,0.0,-2092,163.0,3025,1710,-755.0,-563,V,US,4807,5462,172,,,-109,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
2019-06-30,150,1531,2901,,16552,7912,11177.0,0,,15313,27272,16694,2918,,,0.0,3260,7778,-65,2801,3892,1689.0,648,,2549,13040,3265,-5.99733,70249.0,2176.301,18305.0,10829.0,16694.0,34995.0,,35254.0,70249.0,16694.0,3220,,6,1056,2265.0,1.36945,4784,,-128,,3101.0,3101.0,3866.0,3908.0,86,,765,,5840,710,876.0,1,,-194,234,611,-3915.0,809.0,3384.0,-1410.0,-22,165,-1239,109,0.0,-2111,387.0,3101,1550,1003.0,-565,V,US,4930,5462,165,,,-110,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,847.602,497.531,-3049.609,8112.523,1586.738,1586.738,7.624,,,29.123,7960.757,4015.92,1079.984,,0.0,,0.0,-82.719,1426.762,434.037,0.0,,13168.26,10496.908,-2091.612,,30.95869,18209.659,191.11573,,,7960.757,6837.027,393.417,11372.632,18209.659,7960.757,847.602,,,230.007,191.113,0.41664,214.525,,-39.285,121.997,17.494,-104.503,-91.69,80.072,-17.603,-11.245,12.813,,444.532,52.834,134.45299999999997,0.071,,-219.096,53.997,6.089,108.068,-99.339,51.448,-133.437,,96.913,-35.52,,649.706,4.899,60.177,-104.503,192.475,119.757,-511.017,VNO,US,,,92.793,,,-12.582,,407.598,-114.874,,891.211,,,405.914,,,,,,,,36.79554,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,837.939,498.254,-3015.958,7827.697,1515.012,1515.012,7.618,,,30.965,7406.609,4255.127,1467.863,,0.0,,398.292,-40.233,1343.916,446.105,0.0,,13074.012,10437.6,-1954.266,,30.42035,18287.013,190.98568,,,7406.609,6732.03,408.918,11554.983,18287.013,7406.609,837.939,,,223.975,191.131,0.50552,236.993,,-31.974,45.074,205.75,160.621,183.518,97.166,4.793,3.887,22.897,,460.968,39.791,139.82700000000003,3.223,,-311.30100000000004,56.303,12.489000000000004,-137.721,234.72800000000007,264.568,93.24900000000001,0.0,96.98199999999997,-6.722000000000037,,3.06899999999996,4.5,361.57500000000005,160.67600000000039,-86.33899999999994,546.029,-138.56800000000004,VNO,US,,,92.926,,,-12.551,,440.049,113.533,,891.214,,,355.347,,,,,,,,36.79564,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,843.145,490.978,-2945.107,7872.597,1132.491,1132.491,7.613,,,30.773,7487.148,4366.167,1489.517,,0.0,,,-47.359,1220.053,473.673,0.0,,13209.702,10635.199,-1649.035,,32.24015,18216.099,190.85032,,,7487.148,7075.072,288.135,11141.027,18216.099,7487.148,843.145,,0.0,226.359,191.024,0.16614,239.602,,-33.394,-28.411,335.438,363.857,387.742,107.378,1.911,0.974,23.885,,465.961,33.237,132.22400000000002,1.576,,-228.26800000000003,62.28800000000001,18.648,-51.50999999999999,115.03699999999981,105.11900000000003,-71.00900000000001,,101.08500000000001,-16.841999999999985,,103.45400000000018,0.357,168.64599999999996,363.8489999999997,-288.80600000000004,343.3050000000003,-138.47899999999998,VNO,US,,,96.437,,,-12.565,,453.331,311.847,,891.256,,,446.516,,,,,,,,36.79728,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,834.351,483.011,-2894.202,7845.748,922.604,922.604,7.611,,,32.478,7527.604,4373.211,1497.652,,0.0,,,-38.066,1152.455,511.817,0.0,,13042.389,10528.401,-1845.995,,31.11321,17913.857,190.81347,,,7527.604,6860.554,328.786,11053.303,17913.857,7527.604,834.351,,0.0,220.752,191.058,-0.72853,242.351,,-33.27,-183.966,2412.727,2596.633,2623.547,2558.638,2.269,1.315,26.914,,463.103,38.872,-2316.287,-2469.509,,-213.79099999999997,79.22599999999998,19.956,-1771.675,1710.217,228.73399999999998,38.704,,117.73100000000001,-461.613,,-1172.1380000000001,0.535,167.27599999999998,2596.693,-2524.394,1924.0079999999998,-138.45900000000003,VNO,US,,,113.035,,,-12.771,,392.581,95.91,,891.256,,,382.209,,,,,,,,36.79728,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,597.665,,-4547.482,2782.738,120.041,120.041,132.433,0.025,3167.061,1083.515,2785.566,57.987,,,0.0,88.327,232.632,-209.929,1129.409,222.021,0.0,,9369.5,4822.018,2885.084,,10.11644,10629.382,132.433,1276.78,475.676,2785.591,5590.326,470.747,5039.056,10629.382,2785.566,597.665,,,847.519,133.259,0.46022,201.723,,-30.773,,60.258,59.998,72.192,112.301,-9.336,3.991,12.194,,1049.242,86.43,89.42200000000003,-0.999,,-142.65,17.033,0.34,-106.466,-130.242,82.475,-105.358,19.671,95.48,-35.228,,-0.006,-26.132,-154.233,60.258,12.424,12.408,-45.1,VMC,US,648.405,,,,,,,243.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,532.012,146.366,-4466.647,2791.353,271.589,271.589,132.371,0.025,3167.061,1091.475,2784.315,60.709,,,0.0,79.313,124.013,-197.738,1074.019,225.995,38.10400000000004,,9190.874,4724.227,2895.871,,10.29924,10648.793,132.371,1379.326,535.563,2784.34,5621.857,458.308,5026.936,10648.793,2784.315,570.116,,,893.071,133.721,0.95159,293.081,,-30.835,,141.093,142.596,166.03,193.576,3.289,16.474,23.434,,1186.152,95.801,99.505,-12.77,,-77.20100000000002,44.08399999999999,9.857,-42.009000000000015,-112.57999999999998,337.99299999999994,86.312,13.778999999999996,95.67099999999999,-0.972999999999999,,-0.006000000000000227,0.0,183.404,141.09300000000002,1.1379999999999981,-35.379,-41.030000000000015,VMC,US,633.039,,,,,,,265.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,724.94,30.282,-4395.539,2785.245,90.411,90.411,132.35,0.024,3167.061,1071.33,2783.068,57.059,,,0.0,0.691,239.966,-171.19,1050.356,221.803,0.0,78.54,9093.717,4698.178,2795.834,,9.85151,10539.673,132.35,1324.242,535.284,2783.092,5542.239,429.66,4997.434,10539.673,2783.068,724.94,,,1018.115,133.375,1.67512,400.643,,-32.197,,215.713,218.066,271.538,303.376,0.359,8.712,53.472,,1418.758,88.789,97.26700000000005,-0.234,,-81.05599999999998,18.726,12.658000000000001,-192.724,-86.90899999999999,344.213,-29.593999999999994,27.415999999999997,96.24800000000002,-12.100000000000001,,-137.006,-2.602,64.58,215.712,34.431,-5.853000000000001,-41.01599999999999,VMC,US,628.726,,,,,,,265.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,697.331,31.357,-4339.594,2787.002,26.031,26.031,132.231,0.024,3167.061,1076.986,2781.826,51.667,,,137.0,90.23,210.332,-171.533,1062.714,220.457,0.0,,9049.172,4709.578,2623.747,,8.52599,10480.764,132.231,1255.015,663.588,2918.85,5371.447,441.423,5109.317,10480.764,2781.826,697.331,,,957.18,133.354,1.46321,370.502,,-33.035,,197.558,197.907,245.505,276.074,2.466,2.19,47.598,,1327.682,95.689,94.428,-3.451,,-103.81799999999998,46.616,34.660999999999994,-93.868,-96.47000000000001,185.752,-142.221,34.042,93.496,-11.375,,-41.505,0.0,-4.586000000000002,197.55800000000002,2.877,7.348000000000001,-40.98800000000001,VMC,US,601.189,,,,,,,284.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,224.189,,1063.084,965.012,,70.535,,169.652,,2631.068,15954.914,44.069,,0.0,,,-589.521,795.247,83.677,,,,606.556,7877.371,,29.60365,26089.929,179.83671,,,2631.068,5493.475,,20596.454,26089.929,2631.068,132.928,-2927.994,,,190.287,0.20565,,,-15.193,-0.892,-4.418,-3.526,-6.468,8.725,,128.899,-2.942,,,33.809,1801.885,,,-38.886,,,-221.956,30.822,152.57,172.426,-12.5,25.063,-0.204,-20.134,4.259,-205.942,-58.698,-4.418,-28.001,69.708,-20.069,WRB,US,0.0,0,,,,,,,,,,542.013,2075.685,5559.492,16901.881,,1639.177,174.763,-177.174,1740.5001599999998,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,,,,1056.042,1023.71,,70.535,,169.652,,2626.279,16367.724,43.403,,0.0,,,-257.299,1281.031,0.0,,,,422.091,7932.372,,32.19686,26630.03,183.41191,,,2626.279,6074.939,,20555.091,26630.03,2626.279,423.543,-2726.711,,,193.413,0.61685,,,-31.865,-0.487,119.306,119.793,146.763,178.628,,160.387,26.97,,,34.942,1797.446,0.0,,-28.869,160.0,125.0,86.00099999999998,-232.921,348.7489999999999,115.07300000000001,23.579,71.38,-0.6409999999999982,9.331,283.023,-18.225,211.16,119.30599999999993,19.410999999999998,-204.05200000000002,-178.15599999999998,WRB,US,4.308,0,,,,,,,,,,517.364,1997.186,5708.76,16600.07,,1602.117,137.335,-22.988,1787.25792,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,226.291,,1045.448,812.55,,70.535,,169.652,,2342.778,16491.305,43.147,0.0,0.0,,,-322.1,1109.906,,,,,611.519,7971.019,,32.04939,26218.511,183.67415,,,2342.778,6056.296,,20162.215,26218.511,2342.778,209.061,-2708.606,,,193.589,0.8534,,,-15.885,0.057,165.208,165.151,202.982,218.867,,140.074,37.831,,,36.905,1746.849,,,-49.763000000000005,,,-575.3439999999999,-254.56699999999998,392.39799999999997,263.67,-19.208000000000002,-9.282000000000004,-15.202,-8.111,-448.409,0.0,-445.624,165.20700000000005,-7.989000000000001,-204.80399999999997,-111.733,WRB,US,15.279,0,,,,,,,,,,527.39,2009.294,5387.74,16424.814,,1569.87,161.692,1.465,1730.4566399999999,,,,,,,,,,,,,,,,,,,,,,,
