ticker,return_on_equity,cash_flow_to_assets,debt_to_earnings,asset_leverage
POLY.L,1.1489927187529319,1.6832928315934022,0.0867042126807946,0.8590078881659069
HYVE.L,-3.5463101244109683,-0.13349418920579503,0.04969450745428929,0.8277977537309941
IEM.L,-0.12255675599801737,-0.7633639998058966,0.037441356687876653,-0.9322204540602358
CBG.L,0.13760380334490288,-0.8042220961603119,0.1917082046145921,0.0013246160340741953
JLEN.L,-0.3828866920564186,-0.8879605252040629,0.05983538950694858,-1.2527414658467362
BBGI.L,0.29706161669401054,-0.8661674628946265,0.06433166372984761,-1.1356496064099173
EZJ.L,-0.38923551854751764,-0.13531077355034946,0.027178152653265494,-0.10437991014619252
IGG.L,1.1716879317411275,1.227902798984202,0.06395289309490315,-0.7484684191723397
TPK.L,0.2477658770859917,-0.09714926001336464,0.13734646093019362,0.3216284861717409
EMG.L,0.7080345895818303,2.10924220657337,0.06952000486965465,-0.6861743962928657
NEX.L,0.27417280363164803,0.008893593982933488,0.170619650573496,0.7730408474696007
GAW.L,1.2121537759375618,4.81161179021494,0.06630888715370854,-0.44815921429374467
GCP.L,0.18823357402350324,0.4534682212314148,0.11486546079822484,-0.5612200110613756
MYI.L,0.17006762103824263,-0.4274684263962763,0.1067408673816456,-0.6717577683005649
MARS.L,-0.1500114560866832,-0.4179866373726735,-0.2631157089977729,1.699249897661327
VSVS.L,0.15141636060590516,-0.3060607615652448,0.190933820000454,0.2823686331372174
AVON.L,0.09693285298772059,-1.335885644889744,0.33291036788603684,0.19196525604768347
PLUS.L,2.7387097495547614,5.517512177634756,0.06011786940426174,-1.1613571255699888
INPP.L,0.22653081798573546,-0.44194036928045916,0.06303703035085868,-1.19529362421255
PAGE.L,0.01533761663830362,1.5381948185567818,-0.9412545596536323,-0.3446434013524866
ASHM.L,1.0229210796941857,0.6635879157052217,0.05983538950694858,-1.2527414658467362
BAG.L,0.5888079003323138,0.9724216740901475,0.06188957386481584,-1.1180079159528944
JFJ.L,-0.7058383685895975,-0.729610224616648,0.04766608260853312,-0.505922549145029
AVST.L,0.6830493458420018,0.6483064168497363,0.09960928717491487,0.6840353493920174
TALK.L,1.5966492432966317,-0.3656795584325305,0.108117722724629,1.5528655102631392
AGR.L,0.3007643923583211,-0.4273535500795164,0.18370249214947906,0.6953042909729873
HSV.L,0.6940335630186887,0.8161812188087127,0.09349494843856869,0.5715049055414777
SNR.L,-1.2898957848642445,-0.4568229094697504,0.045413785593204144,0.3405652713501621
CLI.L,0.44256640847805623,-0.5581649538511221,0.13431820049554022,0.7122196815070315
HWDN.L,-0.06735288666201394,-0.20881347091557778,-0.18660246006311554,0.7560447071130526
BRSC.L,0.5658496642348744,-1.098055616517488,0.0699835588241561,-0.7800834658167124
TED.L,-1.6185616549591915,0.9669186922176544,0.02176563589232667,1.692264735517473
CSP.L,0.2559750364479403,-2.328913554246685,0.10672188120423204,-0.2884389689557383
BGFD.L,-0.6352347868744155,-0.7244485401896119,0.04595158107041287,-0.48886075608838064
AJB.L,1.4514577817022218,0.10641949076571364,0.06452422407459692,-0.547943535602426
BIFF.L,0.2915856905850564,0.7148781209777302,0.17173778311400534,0.7817190062199845
BGSC.L,-1.486426205956345,-0.7135725436208011,0.05819173659398557,-1.0202931835087579
HVPE.L,0.5813329423038653,-0.4160330125890709,0.05983538950694858,-1.2527414658467362
FCSS.L,0.0386592986249111,0.26416383998170956,-13.072342821958593,-0.9630683314178909
GFTU.L,0.34295913265842903,-0.10159226265609901,0.12479598390432736,0.30500305763071933
ICP.L,-0.1302776249652679,-0.06188745966456923,-0.7791618569668225,2.5492024831108058
PAY.L,1.2119350992463473,1.637858655835077,0.07329122337022675,0.14433008226010216
VTY.L,0.41603563648825725,0.8044137160748888,0.06123261229654699,-1.1876622004851374
PTEC.L,-0.0404199411278247,0.36924094995041434,0.19233272907496818,0.43098317591973984
JUP.L,0.2906962127961416,0.013461576061685706,0.06731418325885244,-1.0079569993335018
BAB.L,-0.5792177757892065,-0.14201125746230825,0.0011494434258357865,0.8541486957049778
RSE.L,-3.0692864662028914,-0.8449899915632616,0.05983538950694858,-1.2527414658467362
SMWH.L,0.6985778953532636,0.04987904340169807,0.16064932619249028,1.9524578819161729
SHB.L,-0.8477743209732131,-0.7016811122261115,0.03605757539681344,0.2096943287872119
FSFL.L,-0.22956804312709556,0.28443102519314123,0.05983538950694858,-1.2527414658467362
GNC.L,0.27973926450250963,-0.4644076807292561,0.15291717193367899,0.44885345774866275
LIO.L,0.20140978403853013,0.3633258012954308,0.06481134836984823,-1.1495512144671494
TIFS.L,0.3569190899471642,0.4157542602082077,0.13544297288087362,0.6540212922113458
AMGO.L,-2.0172736243476614,1.2622142734096486,0.028422635937025435,1.8341334509491303
GPOR.L,0.0674460223335912,-0.6644056373765789,0.4825979424913521,-0.3489163396965609
AAF.L,0.1470130994752256,0.7795852760731237,0.3339806737674271,1.078636085892274
CEY.L,0.4921149510795336,2.5959890299394495,0.05983538950694858,-1.2527414658467362
CSH.L,0.2898609312378818,-0.46852990092942065,0.14225421622725024,0.18989895822205982
PNN.L,0.6100775047729939,-0.2706818889932855,0.1793891911426634,1.5381781184633714
IBST.L,-0.7156054366173583,-0.7322029670025695,0.04076673306279559,-0.11462307811092083
WMH.L,0.7442847823037056,-0.49896679049338194,0.10616489544345976,0.9360345257517528
CCR.L,-0.2886844829763098,0.16220025187302742,-0.006793547415017321,0.33392619298008974
BOY.L,0.019809917827019727,0.39106422749261793,-0.15358560659465337,-0.693745890624089
SCT.L,0.807499614167492,0.466522732469115,0.060999689345776736,-1.1480267748352662
APAX.L,0.6870185246667806,-2.1970670652665727,0.05983538950694858,-1.2527414658467362
UDG.L,0.3806573005054403,0.27842673599674655,0.09365388099873141,-0.2374039571847607
AVV.L,0.21963725567984443,0.01024892093878768,0.066223589302363,-1.10927481713813
JET.L,-0.4328384334713775,-0.9521579350248166,0.03406819742208333,-0.4255027662118855
RDW.L,0.47245237437435567,-1.014248687584807,0.06280412728125888,-1.1034862169460555
FRES.L,0.1763136789183616,0.85332758017437,0.09942353307025041,-0.3824516298005269
GYS.L,0.04652771600970174,-0.4642519589276333,1.6140454060144582,1.0661842269755606
AGK.L,-0.6830700414410545,0.836828237673553,0.030988711038043324,0.10297002035843075
SYNC.L,-0.5551974496320567,-0.9983742646322951,0.05983538950694858,-1.2527414658467362
CKN.L,-0.36590096263319255,1.5960720907758394,0.039000266975650434,-0.7302401412692529
NRR.L,-1.2260795285843173,-0.5251881157361273,0.015716349497396004,1.3847980999268819
FSJ.L,0.3705895992923583,0.003740596930995035,0.11733737544402705,0.4392219467903465
GNS.L,0.3227870001175202,-0.24992100308909343,0.08810753870316655,-0.41525194091503254
TRIG.L,0.21655749912689967,-0.2052057506469646,0.05983538950694858,-1.2527414658467362
TBCG.L,0.011780345101869677,-0.6279791704094024,-0.0881808055298139,-0.6851444881594052
HOC.L,0.14845029502735285,1.7012855643888398,0.08603911870846545,-0.5035788604530514
FIN.L,-0.04464732467413975,1.7999346000372156,-0.2391975230210791,0.0480668817143792
HTG.L,0.09970623340350232,0.314608671094102,0.11712231268205778,-1.070969616506701
HIK.L,0.6236477878808495,0.5726951444911909,0.08086055383470267,-0.06640360199764524
DLN.L,0.31569210945916903,-0.6004781543884612,0.10259039133520668,-0.3182542226486254
TEP.L,0.4969540610725785,-0.3285937805196113,0.08350692908740848,-0.1686408355047014
BBY.L,0.20866164461272435,-0.3107854822978207,0.11684359918337546,-0.5306827410513489
INDV.L,0.15813689818524557,-0.8007085706451109,0.14808210942758032,-0.32243571277614663
GLO.L,0.10279300689608799,0.25651927778522243,0.7620632469408916,2.283543547542142
SCIN.L,-0.4847834731769388,-0.5781549319172272,0.04614082279927292,-0.6500779404056513
SAGA.L,-2.0623956793036116,-0.593956497025964,0.04819034552515157,0.3538184352017851
KGF.L,-0.11929047339899564,-0.2611688793993452,-0.05670945038029714,-0.05668706210925991
MRC.L,1.1776701841116441,-0.6212764629343508,0.0635551690414743,-0.8708869892319256
SMP.L,-0.9828238995323494,-1.435196005764219,0.03791344863348808,0.45232398408550833
FDM.L,1.1172430953186987,2.2043152764496985,0.06643705377945554,-0.48357772762647616
CINE.L,0.15282954103413826,0.26102990927402236,0.7289532262698343,1.9370432451140176
COA.L,0.4879246851246994,0.7502223706574744,0.08978589321396299,0.2621467869865911
SSPG.L,-0.23183866673148548,-0.043371703949060814,-0.3596019623927403,2.1721323554277325
CHG.L,0.32489169223664466,0.7404404134433572,0.11373850085950643,0.06106820187811456
HFG.L,0.3412866489650371,0.48159588592391506,0.16174527871843125,0.8903473830493009
BYG.L,0.018751396999528505,-0.35031207208765475,-1.0366084868073002,0.06328755378863722
BME.L,0.4557220634154257,1.3072804232925985,0.11831238126837228,1.6911610377443858
SSON.L,1.1168848630739452,-0.7883074788518559,0.05983538950694858,-1.2527414658467362
VCT.L,0.6764281839604147,0.4993663298413408,0.06084416541278436,-1.1778083736255212
PNL.L,0.29467312836686194,-0.7271123986808692,0.05984898283035668,-1.2523964009166364
FOUR.L,1.7342519054556034,0.7752579116320153,0.06020324786575717,-1.1771646225266823
TLW.L,-3.936840121563491,0.6866107979931302,0.04529400994131627,1.5027898144087173
PLP.L,0.4584771509670826,0.8518449111662946,0.10584910100308208,0.31059164003666045
BBH.L,1.0032925705218316,-0.7277801059547093,0.06273806089701842,-0.9931579111790618
CCL.L,-1.22654490469822,-1.7793709255783783,0.03034989947292184,0.869082321876524
GRI.L,0.25606746785750106,-0.6602857145488378,0.21617662235134352,1.0133556937344366
3IN.L,0.4662351716994786,2.6008660363680254,0.05983538950694858,-1.2527414658467362
ERM.L,0.45893232643660753,-0.4562282918501769,0.08346320249935171,-0.491087603482437
ROR.L,0.4664913258524892,0.49992557391023923,0.06110106226930808,-1.1847804267372302
MNKS.L,0.16433823300394632,-0.7745821683471608,0.08865609941775762,-0.9195541812463803
CARD.L,1.0267148657590568,1.926554067619401,0.10443129896785532,1.3688661034253924
HSL.L,-1.3727580151194212,-0.7680507646002671,0.055544452162795334,-0.724153150214762
PSSL.L,0.2455553611650042,0.3291063867599255,0.16308642775748924,0.2222510871776235
LRE.L,-0.029074139908827245,-0.8555275490974478,-0.03292363972989426,-0.7619880573054938
NETW.L,0.6823679336650202,0.9949465197614821,0.11001074153484906,0.7939920472635076
BBOX.L,0.2664949641551987,-0.6582505791119523,0.15700770448268353,0.25715275241865515
MONY.L,1.1858924503605652,1.7560016281263136,0.06043991847007013,-1.1686526099616126
HGT.L,0.5173177469124256,-0.8661254055030301,0.05983538950694858,-1.2527414658467362
FSV.L,-0.5030064453205022,-0.5474705409801192,0.05983538950694858,-1.2527414658467362
CTEC.L,0.28696878178691465,0.018479404802244633,0.18017667817776944,0.9883787015925973
BGEO.L,0.14012593974623683,0.18107179786385935,0.2639122549521474,0.29307257929400493
GFRD.L,0.21054371683085413,-0.6469674460857302,0.13892754087331904,-0.06246111067087029
FGP.L,-0.27342922872644093,0.6010498885259495,-0.17202009271582164,1.3029577405854234
RMG.L,0.04708785096310224,0.340633703453546,2.5660777470114087,0.04912575777956842
WOSG.L,-0.15151035474412308,0.9321825785090097,-0.22956874903206803,1.5004577136601085
TEM.L,-1.6254789165863968,-0.7107059673142941,0.05806650816822723,-0.9823243222805293
CWK.L,0.4935248944394299,0.6257726308456566,0.0783253457536942,-0.3932927099830171
MGNS.L,0.11041480907547292,-1.0300044792696084,0.11256773974949676,-0.8251235993048089
SGC.L,-0.15869734925752263,0.47610587518012815,-0.11456524274726432,1.124992735940365
XPP.L,0.3848820961405944,0.7564784574181009,0.09217522396439327,-0.16388593265903698
JDW.L,0.34028564076635204,0.17035100385046073,0.31219517200092517,2.127047975376156
IWG.L,-0.8248966445971785,0.6463743161061515,-0.13633237918232052,2.62274414967345
WIZZ.L,-0.28870678785709136,0.04405337609730149,-0.07528155139678452,1.1247796793445077
N91.L,0.13130353499028916,0.34732740429905906,0.06576090347588866,-1.1852766029954505
CNA.L,-0.2690093885254031,0.30759394282640484,-0.0012647482819842714,0.21934248357303002
IMI.L,0.459019120301829,0.12385967242733334,0.09529687764166132,0.09561851230210115
