,1088.HK,HILS.L,HSX.L,3.HK,ASL.L,PHP.L,MDC.L,HAS.L,SAFE.L,QLT.L,AGT.L,MKS.L,388.HK,HMSO.L,SIG.L,OXIG.L,DPLM.L,SXS.L,WKP.L,EWI.L,2313.HK,VOF.L,RAT.L,POG.L,CNE.L,BEZ.L,1177.HK,UKCM.L,BCPT.L,PZC.L,SPT.L,IHP.L,857.HK,KAZ.L,VEIL.L,PFG.L,ELM.L,17.HK,1093.HK,FRAS.L,888.L,STOB.L,TUI.L,SBRE.L,PPH.L,BRW.L,PETS.L,CAPC.L,OSB.L,FGT.L,GFS.L,JUST.L,JAM.L,AML.L,SONG.L,JII.L,939.HK,FXPO.L,CLSN.L,UTG.L,2319.HK,WEIR.L,SYNT.L,FCIT.L,GRG.L,EQN.L,BAKK.L,IPO.L,INVP.L,1044.HK,LMP.L,RNK.L,JMG.L,2018.HK,MCRO.L,FCH.L,HRI.L,ENOG.L,POLY.L,HYVE.L,IEM.L,CBG.L,JLEN.L,BBGI.L,EZJ.L,66.HK,IGG.L,2382.HK,TPK.L,EMG.L,NEX.L,GAW.L,GCP.L,MYI.L,175.HK,MARS.L,VSVS.L,AVON.L,11.HK,PLUS.L,INPP.L,PAGE.L,267.HK,1997.HK,ASHM.L,BAG.L,JFJ.L,AVST.L,TALK.L,AGR.L,HSV.L,SNR.L,CLI.L,HWDN.L,BRSC.L,3988.HK,WWH.L,TED.L,CSP.L,BGFD.L,AJB.L,1928.HK,BIFF.L,BGSC.L,HVPE.L,FCSS.L,GFTU.L,SOI.L,ICP.L,2628.HK,PAY.L,VTY.L,PTEC.L,JUP.L,BAB.L,RSE.L,SMWH.L,SHB.L,FSFL.L,GNC.L,LIO.L,TIFS.L,AMGO.L,GPOR.L,CTY.L,AAF.L,CEY.L,CSH.L,288.HK,PNN.L,IBST.L,5.HK,WMH.L,CCR.L,BOY.L,SCT.L,APAX.L,FEV.L,UDG.L,AVV.L,JET.L,RDW.L,2007.HK,FRES.L,GYS.L,AGK.L,SYNC.L,CKN.L,NRR.L,FSJ.L,GNS.L,TRIG.L,1.HK,TBCG.L,HOC.L,FIN.L,HTG.L,HIK.L,DLN.L,TEP.L,6.HK,BBY.L,2388.HK,12.HK,INDV.L,GLO.L,SCIN.L,SAGA.L,KGF.L,MRC.L,SMP.L,ICGT.L,1398.HK,2.HK,FDM.L,INTU,CINE.L,COA.L,SSPG.L,CHG.L,HFG.L,BYG.L,BME.L,SSON.L,VCT.L,101.HK,PNL.L,FOUR.L,TLW.L,PLP.L,BBH.L,CLDN.L,1113.HK,GRI.L,3IN.L,CCL.L,ATT.L,ERM.L,ROR.L,MNKS.L,CARD.L,HSL.L,PSSL.L,LRE.L,NETW.L,BBOX.L,MONY.L,HGT.L,16.HK,FSV.L,CTEC.L,BGEO.L,GFRD.L,FGP.L,1038.HK,RMG.L,WOSG.L,TEM.L,CWK.L,MGNS.L,SDP.L,3328.HK,823.HK,XPP.L,SGC.L,WIZZ.L,JDW.L,IWG.L,N91.L,CNA.L,IMI.L
2019-09-30 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0603926913295058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05338046901225718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03818434480552256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010408513885412059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004169088783053311,0.0,0.0,0.0,0.0,0.0,0.08237203073559948,0.0,0.07201603597047422,0.0,0.0,0.0,0.0,0.06721386695577462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02222913012157033,0.0,0.0,0.0,0.0,0.07603493342825049,0.0,0.024761833895155794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0635795342495653,0.0,0.0,0.07038085436973326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024678990653015324,0.008882713441053885,0.0,0.0,0.0,0.0,0.07721539848121747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04958711384754794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04491428970631406,0.0,0.0,0.07274627126044736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.085729622616954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01333336403928927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06105822992523105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05261463441695794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03542710055724856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010466265091608076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003172305073761721,0.0,0.0,0.0,0.0,0.0,0.08322451257050459,0.0,0.07344804012449055,0.0,0.0,0.0,0.0,0.06739885457461478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020177432652847976,0.0,0.0,0.0,0.0,0.07528318908474016,0.0,0.030525948874286286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06171541707027374,0.0,0.0,0.06928375654446034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025549872585707433,0.009014649680971605,0.0,0.0,0.0,0.0,0.07748086922900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05509942952011031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04392710905802472,0.0,0.0,0.06500805445102381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08641673264306912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01670248159820389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058745018724354094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05879219263772457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03424715291731148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011096524712077796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003132643473619155,0.0,0.0,0.0,0.0,0.0,0.08266219965027509,0.0,0.07433826008751708,0.0,0.0,0.0,0.0,0.06846645035994979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022820857411208623,0.0,0.0,0.0,0.0,0.07630519172078862,0.0,0.027403375243645514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613195378011327,0.0,0.0,0.0660687173913802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022374773381169197,0.00985679488502191,0.0,0.0,0.0,0.0,0.07812358626044726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055250261638883885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04252351898457779,0.0,0.0,0.06805760099736066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08408002932324642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014472608441360408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-03 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055441697066371996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06845647388204382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038180545956429626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01393816580030201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004747783488875508,0.0,0.0,0.0,0.0,0.0,0.08126845606379329,0.0,0.0737239075864006,0.0,0.0,0.0,0.0,0.07218110074863723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021648726517582536,0.0,0.0,0.0,0.0,0.0743300440660003,0.0,0.006508251897714946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06244066672917291,0.0,0.0,0.06271806828333758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029147146413742104,0.01431344260991961,0.0,0.0,0.0,0.0,0.08000747004546481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05616808688784782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04222827777287238,0.0,0.0,0.06844701846404072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08463477861283193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01570232287898598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-04 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05753583283918408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06653677875155738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030999551702110353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015275353141110953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008860197768652283,0.0,0.0,0.0,0.0,0.0,0.07964467713730697,0.0,0.07415893770183929,0.0,0.0,0.0,0.0,0.07152940264421474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02319187464335781,0.0,0.0,0.0,0.0,0.0720635243242099,0.0,0.0025256634331249275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059989960207369485,0.0,0.0,0.06182054372428419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003173137381298032,0.01762733683099311,0.0,0.0,0.0,0.0,0.08020457887952812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05762735168135726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04598461281717608,0.0,0.0,0.06906597411478316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0860788432258244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01610586705071741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-07 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06076088369031392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0650196085937117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03828919754205229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015672600816785957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006739409778434047,0.0,0.0,0.0,0.0,0.0,0.07720644697633,0.0,0.07268350351680598,0.0,0.0,0.0,0.0,0.07068068539370824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02649786588469767,0.0,0.0,0.0,0.0,0.07001175519035364,0.0,0.0018120525156852334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05400778399596035,0.0,0.0,0.06434583216295835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028940121570371125,0.018277938034001465,0.0,0.0,0.0,0.0,0.07812741747997713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970016449880584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047760456275786574,0.0,0.0,0.06817564753385133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0840233557122496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017313382250493597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-08 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06096033249398858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06528922858107264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037674490035437574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015808832557163043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006386280322140847,0.0,0.0,0.0,0.0,0.0,0.08050624631986149,0.0,0.07227520856981731,0.0,0.0,0.0,0.0,0.07048067966522167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033419759219447016,0.0,0.0,0.0,0.0,0.0677273140372416,0.0,0.0014010616498138049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056685000515827616,0.0,0.0,0.059224222136188845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003409324049611874,0.018395586130009974,0.0,0.0,0.0,0.0,0.07901722687736451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05852183014951082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04891202076884765,0.0,0.0,0.06639622380765481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08176325044138412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015745881672394338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-09 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0606808345022366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06573408907460865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03930207128411997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01626694624755433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00864336203697526,0.0,0.0,0.0,0.0,0.0,0.08038048931940511,0.0,0.07474261033896194,0.0,0.0,0.0,0.0,0.07234905433760332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0307553813213918,0.0,0.0,0.0,0.0,0.06765671135305032,0.0,0.001262349114823415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05302534803447831,0.0,0.0,0.05396524070034896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034434081366708958,0.019679085888211593,0.0,0.0,0.0,0.0,0.08022241633258484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05897066700567607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04817883744402753,0.0,0.0,0.06234170554598483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08532984698506127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01706954499622514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-10 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06131992740292326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06451015280116404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03727349526725684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01664710498901574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00827038593177585,0.0,0.0,0.0,0.0,0.0,0.0831783904898814,0.0,0.07545656831746893,0.0,0.0,0.0,0.0,0.0720783753243054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031081416925353038,0.0,0.0,0.0,0.0,0.06565837744890865,0.0,0.0012887263892460822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05129832763288142,0.0,0.0,0.05403828459957029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038577866181124295,0.02001346692222968,0.0,0.0,0.0,0.0,0.07967150980831422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08241439350908317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06276386881462255,0.0,0.0,0.05208153730148924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633463439290593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013751559577338389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-11 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08360759082955355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05862876942540184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06711349770681836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03611509133823472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016085779337966764,0.0,0.0,0.0,0.0,0.0,0.008247247793413818,0.0,0.08245248055435257,0.0,0.0,0.0,0.0,0.07494447605368829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07094629750752081,0.0,0.0,0.0,0.0,0.02668815982321473,0.0,0.06760873445367663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013324378033385056,0.0,0.0,0.05410375188228251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05643503487475843,0.0033668800281868474,0.0,0.0,0.0,0.0,0.019840890337478555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0796151563879231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585301826896491,0.0,0.0,0.051061055277468535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06433152873088331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01894495716418924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-14 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056760802562133034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06696190496985444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04176101829607186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014750968005912985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007037732225469756,0.0,0.0,0.0,0.0,0.0,0.07409703443532253,0.0,0.07229009925236868,0.0,0.0,0.0,0.0,0.07182009572286153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030651609019501664,0.0,0.0,0.0,0.0,0.07172225323674698,0.0,0.0011065799354202997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0531055737727854,0.0,0.0,0.058784022869584715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038374638451707213,0.021140207814029217,0.0,0.0,0.0,0.0,0.07831344173270037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0803140895186498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052479807749022306,0.0,0.0,0.045468330463263554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0801065202602971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017490444312833073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
